calendar_commit_frequency,avg_commit_size_norm,burst_concentration_ratio,commit_coefficient_variation,generic_message_ratio,pr_rejection_rate,language_diversity_norm,skill_mismatch,audio_resume_mismatch,rule_score,label
0.940541,0.804616,0.494000,0.741600,0.350000,0.000000,0.166667,0.189487,0.089954,0.000000,1
0.375000,0.137420,0.175000,0.124800,0.250000,0.229000,0.500000,0.078398,0.126251,0.000000,0
0.249660,0.137585,0.204000,0.128000,0.200000,0.667000,0.500000,0.117964,0.566519,0.150000,0
0.476613,0.171972,0.183000,0.092600,0.250000,0.153000,1.000000,0.243524,0.146034,0.000000,0
0.693750,0.278656,0.572000,0.783200,0.650000,0.352000,0.166667,0.267465,0.690455,0.217000,1
0.358163,0.044098,0.199000,0.101600,0.150000,0.311000,0.500000,0.607909,0.104265,0.000000,0
0.375000,0.245414,0.572000,0.955800,0.450000,0.302000,0.500000,0.168920,0.405276,0.017000,0
0.153846,0.286103,0.875000,1.000000,0.350000,0.294000,0.500000,0.167265,0.050774,0.253000,0
0.309434,0.329021,0.482000,0.929400,0.250000,0.047000,0.833333,0.149932,0.089988,0.000000,0
0.206667,0.536650,0.210000,0.140400,0.400000,0.522000,0.166667,0.519155,0.550543,0.150000,1
0.226923,0.129884,0.220000,0.144800,0.150000,0.288000,0.333333,0.199231,0.161342,0.000000,0
0.010098,0.168970,0.215000,1.000000,0.300000,0.309000,0.333333,0.168712,0.176572,0.000000,0
0.014617,0.214644,0.143000,1.000000,0.400000,0.220000,0.833333,0.295746,0.062051,0.000000,0
0.256075,0.174446,0.212000,0.152200,0.400000,0.124000,1.000000,0.167853,0.319053,0.000000,0
0.316667,0.293588,0.205000,0.163800,0.300000,0.344000,1.000000,0.110511,0.123040,0.000000,0
0.120225,0.237302,0.206000,0.188600,0.450000,0.000000,0.666667,0.072941,0.097238,0.000000,0
0.261481,0.283423,0.204000,0.128000,0.250000,0.000000,0.500000,0.148761,0.124595,0.000000,0
0.024355,0.186128,0.241000,1.000000,0.200000,0.407000,0.500000,0.139110,0.163644,0.000000,0
0.068367,0.157337,0.791000,1.000000,0.400000,0.255000,0.833333,0.175598,0.171778,0.187000,0
0.015828,0.196395,0.215000,1.000000,0.150000,0.188000,1.000000,0.192341,0.156975,0.000000,0
0.020891,0.423754,0.200000,1.000000,0.250000,0.181000,0.833333,0.170854,0.278926,0.000000,0
0.268000,0.189637,0.711000,1.000000,0.200000,0.106000,0.666667,0.122379,0.492988,0.125000,0
0.274101,0.042107,0.213000,0.146800,0.250000,0.133000,0.833333,0.118609,0.235509,0.000000,0
0.015223,0.247298,0.228000,1.000000,0.200000,0.087000,1.000000,0.207387,0.090333,0.000000,0
0.009636,0.266352,0.232000,1.000000,0.050000,0.000000,0.833333,0.255767,0.083680,0.000000,0
0.553797,0.130406,0.187000,0.091800,0.500000,0.113000,0.833333,0.362687,0.076353,0.000000,0
0.184270,0.276387,0.238000,0.171400,0.350000,0.149000,1.000000,0.311855,0.143250,0.000000,0
0.041587,0.127181,0.176000,1.000000,0.150000,0.344000,0.833333,0.136006,0.243061,0.000000,0
0.253333,0.010000,0.237000,0.143200,0.050000,0.458000,0.666667,0.006337,0.089154,0.000000,0
0.011458,0.269561,0.205000,1.000000,0.150000,0.087000,0.500000,0.137918,0.204653,0.000000,0
0.159130,0.232753,0.623000,1.000000,0.150000,0.285000,0.500000,0.494324,0.288152,0.057000,0
0.368919,0.175038,0.194000,0.106200,0.200000,0.392000,0.500000,0.295984,0.052651,0.000000,0
0.339844,0.292682,0.186000,0.123200,0.250000,0.177000,0.666667,0.198275,0.114763,0.000000,0
0.017241,1.000000,0.300000,0.750400,0.250000,0.716000,0.500000,0.646604,0.423370,0.450000,1
0.258088,0.289413,0.205000,0.136600,0.050000,0.197000,0.500000,0.139944,0.143351,0.000000,0
0.435000,0.046446,0.170000,0.112000,0.250000,0.414000,0.333333,0.196795,0.175898,0.000000,0
0.881250,0.124234,0.525000,0.762000,0.150000,0.295000,0.833333,0.287401,0.318784,0.000000,0
0.502098,0.384163,0.174000,0.088600,0.200000,0.265000,0.666667,0.198693,0.146486,0.000000,0
0.159783,0.342716,0.612000,1.000000,0.400000,0.453000,0.500000,0.254292,0.097807,0.048000,0
0.522857,0.129216,0.169000,0.108200,0.150000,0.326000,0.833333,0.131660,0.122600,0.000000,0
0.390667,0.290471,0.177000,0.103800,0.200000,0.433000,1.000000,0.064409,0.159434,0.000000,0
0.179167,0.221552,0.233000,0.172000,0.250000,0.065000,0.333333,0.180849,0.149370,0.000000,0
0.021678,0.211467,0.215000,1.000000,0.150000,0.000000,0.833333,0.358442,0.293617,0.000000,0
0.211364,1.000000,1.000000,1.000000,0.450000,0.000000,0.333333,0.251762,0.712397,0.350000,1
0.185075,0.060000,0.468000,0.583000,0.650000,0.666000,0.166667,0.442407,0.219725,0.350000,1
0.409677,0.250343,0.195000,0.122800,0.050000,0.190000,0.833333,0.176983,0.256557,0.000000,0
0.202128,0.010000,0.211000,0.140600,0.300000,0.180000,0.833333,0.063214,0.308782,0.000000,0
0.477000,0.165827,0.172000,0.085800,0.400000,0.286000,1.000000,0.261517,0.146532,0.000000,0
0.286275,0.194682,0.205000,0.163800,0.150000,0.341000,0.500000,0.151401,0.298717,0.000000,0
0.135965,0.310510,0.219000,0.185000,0.150000,0.091000,0.500000,0.077458,0.046267,0.000000,0
0.230476,0.136990,0.219000,0.125200,0.250000,0.268000,0.333333,0.353809,0.428112,0.000000,0
0.045215,0.209836,0.139000,1.000000,0.500000,0.000000,0.500000,0.041076,0.080167,0.000000,0
0.174627,0.321848,0.923000,1.000000,0.350000,0.270000,1.000000,0.257044,0.189027,0.290000,0
0.227957,0.010000,0.542000,1.000000,0.100000,0.000000,0.333333,0.403059,0.172702,0.000000,0
0.407534,0.101590,0.192000,0.103000,0.200000,0.340000,0.500000,0.117174,0.238284,0.000000,0
0.012072,0.374340,0.250000,1.000000,0.200000,0.018000,0.500000,0.184674,0.158051,0.000000,0
0.162000,0.230548,0.226000,0.167800,0.300000,0.098000,1.000000,0.154935,0.313892,0.000000,0
0.350000,0.333722,0.186000,0.115200,0.300000,0.267000,0.666667,0.225172,0.273471,0.000000,0
0.001940,0.074900,0.611000,1.000000,0.050000,0.163000,0.833333,0.224114,0.194209,0.000000,0
0.431250,0.265044,0.192000,0.110200,0.250000,0.205000,0.833333,0.183029,0.158757,0.000000,0
0.013580,1.000000,0.364000,0.947200,0.450000,0.615000,0.333333,0.612148,0.433699,0.450000,1
0.248810,0.188849,0.498000,1.000000,0.050000,0.311000,1.000000,0.383744,0.080042,0.000000,0
0.014547,0.156450,0.252000,1.000000,0.200000,0.328000,0.833333,0.285446,0.191048,0.000000,0
0.451587,0.258523,0.178000,0.092400,0.300000,0.229000,0.333333,0.220152,0.143066,0.000000,0
0.213699,0.152962,0.199000,0.124200,0.150000,0.000000,0.833333,0.337287,0.159678,0.000000,0
0.013306,0.161124,0.223000,1.000000,0.200000,0.174000,0.500000,0.060720,0.344542,0.000000,0
0.015566,0.344115,0.273000,1.000000,0.100000,0.137000,0.333333,0.357983,0.538362,0.000000,0
0.466667,0.227144,0.187000,0.111800,0.200000,0.033000,1.000000,0.129625,0.167268,0.000000,0
0.204854,0.101517,0.630000,1.000000,0.800000,0.000000,0.166667,0.316537,0.468985,0.262000,1
0.011925,0.330002,0.208000,1.000000,0.250000,0.322000,0.666667,0.111279,0.416606,0.000000,0
0.350588,0.026805,0.191000,0.140400,0.200000,0.266000,0.666667,0.405482,0.059702,0.000000,0
0.067227,0.259585,0.512000,1.000000,0.250000,0.111000,0.500000,0.097630,0.116883,0.000000,0
0.243902,0.189619,0.190000,0.116000,0.100000,0.511000,0.833333,0.228897,0.391370,0.150000,0
0.132895,0.783482,1.000000,1.000000,0.400000,0.000000,0.166667,0.294060,0.539448,0.350000,1
0.411382,0.314003,0.196000,0.102200,0.450000,0.227000,0.833333,0.247051,0.214770,0.000000,0
0.027471,0.506053,0.249000,1.000000,0.050000,0.104000,0.333333,0.085155,0.145292,0.000000,0
0.210924,0.311014,0.207000,0.146400,0.550000,0.265000,0.500000,0.199917,0.163112,0.000000,0
0.270000,0.178924,0.719000,1.000000,0.150000,0.457000,1.000000,0.411163,0.074570,0.131000,0
0.524167,0.222744,0.183000,0.086600,0.050000,0.210000,0.666667,0.057687,0.134724,0.000000,0
0.325175,0.180649,0.183000,0.114800,0.200000,0.583000,0.666667,0.091074,0.046472,0.150000,0
0.527586,0.276669,0.183000,0.106200,0.300000,0.388000,1.000000,0.271034,0.073879,0.000000,0
0.065918,0.127790,0.199000,0.839800,0.300000,0.322000,0.833333,0.196337,0.351756,0.000000,0
0.318182,0.093055,0.531000,0.944400,0.150000,0.017000,0.833333,0.127687,0.398316,0.000000,0
0.158750,0.304157,0.205000,0.167400,0.250000,0.204000,0.666667,0.188906,0.152579,0.000000,0
0.053528,0.052702,0.200000,1.000000,0.200000,0.277000,0.500000,0.077082,0.278448,0.000000,0
0.356818,0.373500,0.189000,0.117200,0.350000,0.321000,1.000000,0.270877,0.065222,0.000000,0
0.007973,0.219365,0.667000,1.000000,0.050000,0.089000,0.666667,0.062864,0.201851,0.091000,0
0.133333,0.412179,0.956000,1.000000,0.150000,0.212000,1.000000,0.432638,0.124303,0.316000,0
0.492593,0.077702,0.182000,0.094400,0.450000,0.378000,1.000000,0.391794,0.142501,0.000000,0
0.051765,0.249327,0.136000,1.000000,0.050000,0.224000,0.500000,0.167657,0.077803,0.000000,0
0.018893,0.225749,0.129000,1.000000,0.250000,0.504000,1.000000,0.167943,0.209864,0.150000,0
0.010711,0.137160,0.178000,1.000000,0.550000,0.145000,1.000000,0.377259,0.120759,0.000000,0
0.169178,0.275189,0.219000,0.167600,0.100000,0.502000,0.333333,0.068951,0.410300,0.150000,0
0.437624,0.146689,0.186000,0.117200,0.250000,0.158000,0.833333,0.403812,0.104289,0.000000,0
0.573684,0.513074,0.624000,0.875600,0.650000,0.000000,0.166667,0.314617,0.752039,0.258000,1
0.051741,0.241594,0.183000,1.000000,0.050000,0.303000,0.666667,0.249583,0.102261,0.000000,0
0.345455,0.183488,0.200000,0.111800,0.150000,0.300000,1.000000,0.123915,0.324468,0.000000,0
0.278947,0.315392,0.170000,0.127000,0.050000,0.219000,0.666667,0.459976,0.130596,0.000000,0
0.140385,0.060000,0.384000,0.474800,0.550000,0.555000,0.333333,0.829753,0.625256,0.150000,1
0.173248,0.110110,0.206000,0.158200,0.350000,0.054000,0.333333,0.462310,0.444409,0.000000,0
0.050000,0.521944,1.000000,1.000000,0.600000,0.000000,0.166667,0.722970,0.696775,0.350000,1
0.090588,0.010000,0.844000,1.000000,0.300000,0.319000,0.833333,0.242333,0.360584,0.229000,0
0.008575,0.534793,0.182000,1.000000,0.200000,0.123000,0.500000,0.085602,0.146078,0.000000,0
0.005216,0.264135,0.317000,1.000000,0.350000,0.046000,0.833333,0.413710,0.263362,0.000000,0
0.513245,0.186752,0.182000,0.097000,0.300000,0.441000,0.833333,0.291945,0.210506,0.000000,0
0.291083,0.267769,0.217000,0.128200,0.000000,0.256000,1.000000,0.140564,0.258015,0.000000,0
0.061739,0.243900,0.887000,1.000000,0.200000,0.324000,0.666667,0.486810,0.042443,0.262000,0
0.228395,0.031301,0.611000,1.000000,0.200000,0.393000,0.666667,0.235124,0.153328,0.047000,0
0.436667,0.226995,0.179000,0.133800,0.300000,0.069000,1.000000,0.111990,0.128002,0.000000,0
0.030207,0.318346,0.211000,1.000000,0.050000,0.040000,0.500000,0.255009,0.253884,0.000000,0
0.336449,0.574392,0.178000,0.099000,0.100000,0.169000,0.833333,0.199845,0.184804,0.000000,0
0.156667,0.341352,0.206000,0.153400,0.600000,0.217000,0.666667,0.183736,0.090641,0.000000,0
0.022767,0.226456,0.204000,1.000000,0.300000,0.312000,1.000000,0.099907,0.107828,0.000000,0
0.166438,0.291537,0.222000,0.157400,0.100000,0.238000,0.333333,0.321743,0.129529,0.000000,0
0.016617,0.182234,0.277000,1.000000,0.150000,0.290000,0.333333,0.371269,0.476346,0.000000,0
0.340602,0.274710,0.188000,0.119200,0.700000,0.163000,0.833333,0.180653,0.661877,0.200000,0
0.288679,0.291319,0.242000,0.134400,0.400000,0.253000,0.500000,0.444966,0.474889,0.000000,0
0.007343,0.131380,0.500000,1.000000,0.250000,0.278000,0.666667,0.140827,0.158579,0.000000,0
0.008889,1.000000,0.500000,1.000000,0.700000,0.608000,0.333333,0.304417,0.644386,0.650000,1
0.229730,0.342976,0.200000,0.133200,0.300000,0.169000,1.000000,0.144193,0.075482,0.000000,0
0.474576,0.275408,0.189000,0.094600,0.200000,0.304000,0.333333,0.277901,0.390584,0.000000,0
0.013761,0.311647,0.400000,1.000000,0.150000,0.382000,1.000000,0.316730,0.250427,0.000000,0
0.026190,0.223407,0.182000,1.000000,0.300000,0.247000,0.833333,0.410781,0.311256,0.000000,0
0.400000,0.387800,0.174000,0.094000,0.100000,0.262000,0.666667,0.127234,0.323035,0.000000,0
0.032000,0.239040,1.000000,1.000000,0.800000,0.587000,0.333333,0.600390,0.676850,0.700000,1
0.008160,0.161952,0.383000,1.000000,0.300000,0.000000,0.333333,0.112558,0.284047,0.000000,0
0.146429,0.206777,0.902000,1.000000,0.200000,0.000000,0.333333,0.192578,0.139012,0.274000,0
0.454098,0.093702,0.195000,0.099200,0.350000,0.254000,1.000000,0.181414,0.082753,0.000000,0
0.004301,1.000000,0.500000,1.000000,0.450000,0.740000,0.500000,0.614338,0.621115,0.450000,1
0.018841,1.000000,0.308000,0.833600,0.650000,0.000000,0.166667,0.570484,0.758270,0.500000,1
0.487805,0.288616,0.155000,0.125800,0.250000,0.191000,1.000000,0.050589,0.423857,0.000000,0
0.386517,0.232834,0.186000,0.122000,0.450000,0.299000,0.666667,0.155398,0.189066,0.000000,0
0.306250,0.364395,0.173000,0.144200,0.250000,0.512000,0.333333,0.018401,0.123548,0.150000,0
0.498101,0.125850,0.179000,0.096000,0.000000,0.050000,0.666667,0.306460,0.123196,0.000000,0
0.030751,0.284272,0.153000,1.000000,0.100000,0.402000,0.666667,0.199138,0.353310,0.000000,0
0.012195,1.000000,0.800000,1.000000,0.300000,0.000000,0.333333,0.668940,0.140138,0.300000,1
0.237333,0.446212,0.222000,0.143800,0.300000,0.155000,0.500000,0.278331,0.130534,0.000000,0
0.304918,0.354195,0.177000,0.103800,0.100000,0.525000,0.666667,0.267826,0.205118,0.150000,0
0.661905,0.339265,0.629000,0.925400,0.500000,0.000000,0.166667,0.386345,0.224169,0.061000,1
0.068627,0.333712,0.245000,1.000000,0.100000,0.000000,1.000000,0.262330,0.012235,0.000000,0
0.023395,0.212364,0.110000,1.000000,0.400000,0.218000,1.000000,0.314940,0.122382,0.000000,0
0.023247,0.211382,0.190000,1.000000,0.200000,0.090000,0.333333,0.324569,0.411401,0.000000,0
0.096887,0.166151,0.189000,0.775800,0.200000,0.314000,0.500000,0.436361,0.079074,0.000000,0
0.348000,0.366375,0.556000,1.000000,0.250000,0.108000,1.000000,0.251964,0.073988,0.005000,0
0.007705,0.300634,0.271000,1.000000,0.400000,0.301000,1.000000,0.167999,0.143391,0.000000,0
0.010922,0.093029,0.200000,1.000000,0.400000,0.128000,1.000000,0.090859,0.094077,0.000000,0
0.066667,0.033290,0.900000,1.000000,0.350000,0.205000,0.333333,0.020821,0.090940,0.272000,0
0.020755,1.000000,0.364000,0.757200,0.350000,0.643000,0.500000,0.491380,0.221299,0.450000,1
0.437500,0.085706,0.200000,0.101200,0.400000,0.125000,0.833333,0.236078,0.108075,0.000000,0
0.071646,0.416947,0.187000,0.834200,0.250000,0.083000,0.500000,0.443263,0.437176,0.000000,0
0.198361,0.233337,0.884000,1.000000,0.550000,0.400000,1.000000,0.365054,0.311609,0.260000,0
0.118182,0.908342,0.750000,0.979000,0.500000,0.679000,0.333333,0.335365,0.339830,0.306000,1
0.395238,0.205758,0.184000,0.109800,0.300000,0.030000,0.833333,0.240491,0.102869,0.000000,0
0.341176,0.233748,1.000000,1.000000,0.250000,0.000000,0.500000,0.368293,0.327125,0.350000,1
0.029474,0.010000,0.137000,1.000000,0.250000,0.122000,0.666667,0.082952,0.332855,0.000000,0
0.009826,0.208526,0.242000,1.000000,0.350000,0.290000,0.666667,0.519154,0.106363,0.000000,0
0.548413,0.036336,0.194000,0.105600,0.050000,0.131000,1.000000,0.053403,0.162246,0.000000,0
0.014631,0.207931,0.174000,1.000000,0.050000,0.281000,0.333333,0.025798,0.473697,0.000000,0
0.009118,0.230522,0.194000,1.000000,0.250000,0.292000,0.833333,0.314692,0.196737,0.000000,0
0.290909,0.272142,0.762000,1.000000,0.100000,0.247000,0.833333,0.152201,0.377713,0.165000,0
0.019466,0.487096,0.216000,1.000000,0.100000,0.085000,1.000000,0.071918,0.165687,0.000000,0
0.110256,0.387605,0.535000,1.000000,0.300000,0.316000,0.333333,0.128359,0.273897,0.000000,0
0.493836,0.300209,0.166000,0.105200,0.200000,0.000000,0.500000,0.057413,0.193429,0.000000,0
0.179775,0.271640,0.700000,1.000000,0.100000,0.000000,1.000000,0.257959,0.101793,0.117000,0
0.570213,0.167491,0.549000,0.906000,0.200000,0.227000,0.666667,0.123547,0.242620,0.000000,0
0.016336,0.191343,0.230000,1.000000,0.500000,0.284000,0.666667,0.275193,0.229678,0.000000,0
0.045182,0.190202,0.251000,1.000000,0.050000,0.147000,0.333333,0.245395,0.352256,0.000000,0
0.024503,0.261156,0.197000,1.000000,0.200000,0.000000,0.333333,0.247459,0.125610,0.000000,0
0.050943,0.079755,0.222000,0.997400,0.400000,0.000000,0.666667,0.221273,0.023858,0.000000,0
0.005368,0.303435,0.275000,1.000000,0.300000,0.155000,0.666667,0.332161,0.371886,0.000000,0
0.184667,0.421090,0.202000,0.147800,0.200000,0.406000,1.000000,0.216708,0.437618,0.000000,0
0.065269,0.424629,0.248000,0.945800,0.400000,0.374000,0.333333,0.056683,0.401668,0.000000,0
0.219266,0.279265,0.176000,0.146400,0.200000,0.000000,0.500000,0.095957,0.279312,0.000000,0
0.478571,0.372446,0.190000,0.118200,0.550000,0.399000,0.333333,0.140633,0.049384,0.000000,0
0.405882,0.418075,0.176000,0.102800,0.200000,0.000000,1.000000,0.455505,0.233661,0.000000,0
0.421839,0.287862,0.172000,0.089600,0.200000,0.061000,0.333333,0.052623,0.101401,0.000000,0
0.025438,0.277476,0.225000,1.000000,0.100000,0.286000,0.833333,0.244988,0.276976,0.000000,0
0.145192,0.532750,0.623000,1.000000,0.450000,0.636000,0.166667,0.563388,0.458502,0.207000,1
0.427500,0.284131,0.177000,0.100000,0.300000,0.138000,1.000000,0.264492,0.114746,0.000000,0
0.553012,0.336540,0.181000,0.087200,0.550000,0.158000,0.833333,0.101669,0.108736,0.000000,0
0.016785,0.078110,0.169000,1.000000,0.600000,0.279000,0.666667,0.055232,0.292124,0.000000,0
0.045708,0.184164,0.244000,1.000000,0.300000,0.012000,0.833333,0.208618,0.137490,0.000000,0
0.216901,0.312588,0.935000,1.000000,0.650000,0.156000,0.500000,0.213860,0.290078,0.499000,0
0.594245,0.114240,0.179000,0.082800,0.450000,0.000000,0.333333,0.156051,0.316816,0.000000,0
0.357692,0.290104,0.176000,0.120000,0.150000,0.121000,0.666667,0.107060,0.235960,0.000000,0
0.358182,0.173333,0.188000,0.102600,0.350000,0.368000,0.833333,0.218875,0.040738,0.000000,0
0.025197,0.450147,0.113000,1.000000,0.050000,0.226000,0.333333,0.074764,0.168160,0.000000,0
0.074490,0.277950,0.822000,1.000000,0.050000,0.180000,0.500000,0.227597,0.143046,0.212000,0
0.214783,0.334403,0.219000,0.147000,0.450000,0.181000,0.500000,0.371459,0.033738,0.000000,0
0.158036,0.517788,1.000000,1.000000,0.550000,0.694000,0.333333,0.633302,0.205877,0.500000,1
0.287597,0.177925,0.194000,0.108800,0.300000,0.108000,1.000000,0.021666,0.045901,0.000000,0
0.152747,0.238077,1.000000,1.000000,0.350000,0.541000,0.500000,0.466683,0.767162,0.500000,1
0.229870,0.507914,1.000000,1.000000,0.250000,0.409000,0.500000,0.526830,0.586441,0.350000,1
0.112658,0.074500,0.607000,1.000000,0.250000,0.113000,0.833333,0.145104,0.442677,0.044000,0
0.017544,1.000000,0.300000,0.773600,0.200000,0.380000,0.500000,0.580214,0.508718,0.300000,1
0.279012,0.315282,0.456000,1.000000,0.450000,0.000000,0.166667,0.440491,0.613675,0.000000,1
0.219595,0.031749,0.206000,0.140400,0.150000,0.233000,0.500000,0.308847,0.409979,0.000000,0
0.392466,0.181706,0.182000,0.090400,0.150000,0.174000,0.833333,0.264042,0.191158,0.000000,0
0.150000,0.088896,0.205000,0.158000,0.300000,0.000000,0.500000,0.061144,0.407280,0.000000,0
0.013587,0.078041,0.190000,1.000000,0.500000,0.000000,0.666667,0.130812,0.163395,0.000000,0
0.504124,0.522488,0.164000,0.073800,0.250000,0.076000,0.833333,0.376514,0.343194,0.000000,0
0.019531,0.224853,0.267000,1.000000,0.400000,0.158000,0.666667,0.016459,0.114881,0.000000,0
0.116814,0.150586,0.712000,1.000000,0.350000,0.326000,0.333333,0.091066,0.206969,0.126000,0
0.035929,0.174467,0.194000,1.000000,0.200000,0.320000,0.833333,0.185583,0.056361,0.000000,0
0.008919,0.342501,0.288000,1.000000,0.200000,0.177000,0.333333,0.439384,0.458550,0.000000,0
0.004868,0.093224,0.271000,1.000000,0.000000,0.151000,0.666667,0.443739,0.279731,0.000000,0
0.449057,0.712701,0.660000,1.000000,0.250000,0.846000,0.166667,0.657801,0.617172,0.236000,1
0.507229,0.090579,0.200000,0.096400,0.500000,0.000000,0.666667,0.168309,0.419105,0.000000,0
0.134653,0.189826,0.963000,1.000000,0.200000,0.306000,1.000000,0.322992,0.352779,0.321000,0
0.363158,0.196723,0.174000,0.107800,0.200000,0.147000,0.666667,0.165529,0.338650,0.000000,0
0.358015,0.022597,0.200000,0.107400,0.250000,0.417000,0.666667,0.239465,0.268967,0.000000,0
0.410256,0.147954,0.694000,0.890400,0.400000,0.021000,0.500000,0.602363,0.197765,0.112000,0
0.242857,0.190187,0.202000,0.122400,0.050000,0.000000,0.500000,0.339614,0.160787,0.000000,0
0.178000,0.206055,0.506000,1.000000,0.350000,0.157000,0.833333,0.174939,0.138480,0.000000,0
0.157042,0.365354,0.211000,0.160200,0.700000,0.390000,0.500000,0.273821,0.044318,0.200000,0
0.373770,0.196893,0.186000,0.109800,0.200000,0.229000,0.333333,0.155448,0.472511,0.000000,0
0.205747,0.431123,0.212000,0.137800,0.250000,0.244000,0.500000,0.118411,0.308322,0.000000,0
0.008581,0.167679,0.231000,1.000000,0.100000,0.000000,0.833333,0.463873,0.027952,0.000000,0
0.403670,0.122482,0.186000,0.106600,0.300000,0.240000,0.833333,0.271605,0.385597,0.000000,0
0.019831,0.125420,0.479000,1.000000,0.200000,0.000000,0.333333,0.190381,0.090054,0.000000,0
0.156731,0.104649,0.202000,0.155000,0.300000,0.415000,0.666667,0.151270,0.106386,0.000000,0
0.475490,0.179995,0.190000,0.094400,0.400000,0.311000,0.333333,0.049023,0.159627,0.000000,0
0.255814,0.823904,0.818000,1.000000,0.350000,0.320000,0.333333,0.610417,0.508561,0.208000,1
0.037968,0.146494,0.127000,1.000000,0.250000,0.098000,0.333333,0.009010,0.460445,0.000000,0
0.526050,0.084319,0.192000,0.097000,0.200000,0.270000,1.000000,0.113838,0.318427,0.000000,0
0.196552,0.259653,0.184000,0.171000,0.100000,0.000000,1.000000,0.304504,0.107915,0.000000,0
0.297458,0.094004,0.205000,0.131800,0.500000,0.088000,0.666667,0.408668,0.217175,0.000000,0
0.025339,0.041588,0.173000,1.000000,0.300000,0.298000,0.666667,0.238952,0.181451,0.000000,0
0.026230,1.000000,0.250000,0.689000,0.550000,0.960000,0.500000,0.493196,0.534522,0.450000,1
0.016598,0.397057,0.183000,1.000000,0.200000,0.224000,1.000000,0.248132,0.043448,0.000000,0
0.474118,0.220157,0.189000,0.106800,0.300000,0.231000,0.500000,0.340482,0.181390,0.000000,0
0.518493,0.284670,0.184000,0.099400,0.500000,0.172000,0.500000,0.093805,0.100783,0.000000,0
0.474074,0.293387,0.203000,0.115200,0.250000,0.335000,1.000000,0.053281,0.121114,0.000000,0
0.011910,0.133453,0.147000,1.000000,0.600000,0.360000,0.500000,0.212844,0.112934,0.000000,0
0.228667,0.133409,0.195000,0.115400,0.200000,0.367000,0.833333,0.279329,0.149647,0.000000,0
0.453333,0.276255,0.202000,0.104800,0.550000,0.365000,0.500000,0.073862,0.456408,0.000000,0
0.147561,0.233246,0.198000,0.165600,0.100000,0.102000,0.666667,0.344066,0.220287,0.000000,0
0.224138,0.333739,0.195000,0.143200,0.100000,0.240000,0.833333,0.256126,0.305934,0.000000,0
0.453333,0.132279,0.730000,1.000000,0.350000,0.000000,1.000000,0.255681,0.188034,0.140000,0
0.037025,0.157972,0.150000,1.000000,0.100000,0.050000,0.833333,0.342922,0.354199,0.000000,0
0.065686,0.625472,0.507000,0.819600,0.450000,0.656000,0.166667,0.626429,0.494916,0.150000,1
0.016029,0.192303,0.216000,1.000000,0.400000,0.303000,1.000000,0.298570,0.245791,0.000000,0
0.017910,0.130651,0.250000,1.000000,0.100000,0.376000,0.333333,0.059878,0.378111,0.000000,0
0.479032,0.419253,0.165000,0.101000,0.250000,0.221000,1.000000,0.134554,0.319592,0.000000,0
0.270000,0.010000,0.531000,1.000000,0.150000,0.428000,0.500000,0.524026,0.378165,0.000000,0
0.184810,0.080453,0.671000,1.000000,0.050000,0.219000,0.833333,0.269922,0.022221,0.094000,0
0.565625,0.235112,0.175000,0.092400,0.150000,0.000000,0.666667,0.206467,0.165433,0.000000,0
0.492727,0.236697,0.196000,0.113400,0.300000,0.108000,1.000000,0.124052,0.095554,0.000000,0
0.490090,0.277592,0.178000,0.112200,0.500000,0.131000,0.833333,0.387984,0.134212,0.000000,0
1.000000,0.418691,0.475000,0.680200,0.050000,0.709000,0.333333,0.431505,0.711856,0.150000,1
0.030201,0.179155,0.207000,1.000000,0.050000,0.210000,0.500000,0.260250,0.233898,0.000000,0
0.303871,0.082447,0.214000,0.127800,0.150000,0.039000,0.666667,0.072043,0.080750,0.000000,0
0.030303,0.181183,0.257000,1.000000,0.250000,0.311000,0.666667,0.085959,0.124813,0.000000,0
0.019727,0.118488,0.157000,1.000000,0.100000,0.176000,0.500000,0.198408,0.121225,0.000000,0
0.222222,0.257813,0.688000,0.760400,0.350000,0.000000,0.166667,0.367622,0.157613,0.107000,1
0.361207,0.385632,0.181000,0.110600,0.150000,0.231000,0.833333,0.217321,0.056038,0.000000,0
0.398198,0.173902,0.179000,0.116000,0.350000,0.000000,0.500000,0.065078,0.105599,0.000000,0
0.387500,0.509264,0.200000,0.132400,0.650000,0.000000,0.666667,0.433866,0.376805,0.200000,0
0.032340,0.156084,0.224000,1.000000,0.150000,0.189000,0.333333,0.282920,0.399964,0.000000,0
0.181250,0.281460,0.207000,0.157200,0.150000,0.512000,0.500000,0.439874,0.177469,0.150000,0
0.187500,0.147494,1.000000,1.000000,0.500000,0.419000,0.333333,0.426874,0.431530,0.350000,1
0.179787,0.176006,0.183000,0.152800,0.150000,0.000000,1.000000,0.132626,0.421690,0.000000,0
0.507018,0.294034,0.163000,0.120000,0.150000,0.246000,0.333333,0.097573,0.139569,0.000000,0
0.538776,0.194135,0.148000,0.105400,0.200000,0.057000,0.500000,0.156145,0.396662,0.000000,0
0.418182,0.189100,0.179000,0.122800,0.250000,0.374000,0.500000,0.186752,0.214768,0.000000,0
0.271667,0.010000,0.196000,0.121000,0.200000,0.337000,0.333333,0.115954,0.193824,0.000000,0
0.013831,0.300498,0.172000,1.000000,0.150000,0.383000,0.666667,0.252766,0.127429,0.000000,0
